label,text
Gastroenteritis,symptoms include nausea diarrhea stomach pain and body weakness
Crohn'S Disease,losing weight quickly. and abdominal cramping and frequent trips to the bathroom
Tuberculosis,"for the past few days, i have night sweats fever weight loss and chronic cough"
Ear Infection,"for the past few days, i have ear ache with fever and pulling at the ear"
Hypertension,symptoms include signs and symptoms include memory loss
Ulcerative Colitis,severe urgency to go to the bathroom and blood. and diarrhea with mucus
Irritable Bowel Syndrome,bloating and abdominal pain that is relieved after having a bowel movement.
Crohn'S Disease,"i have persistent watery diarrhea, severe gas pains, and feeling constantly tired."
Irritable Bowel Syndrome,alternating diarrhea and constipation with stomach cramps
Pneumonia,cough with rust colored sputum fever and breathing difficulty
Diabetes,i am experiencing it does not require fasting and blood can be drawn for the test any time of the day
Irritable Bowel Syndrome,goes with mucus in stool and abdominal discomfort that comes
Dengue Fever,"bleeding gums, extremely high temperature, and severe head pains and body aches."
Malaria,cyclic high temperature with shaking chills and profuse sweating
Hypertension,i have blood pressure monitors can be bought at discount chain stores and drug stores
Vertigo,room feels like it is spinning with nausea and vomiting
Strep Throat,sudden onset throat pain swollen neck glands and headache
Chickenpox,rash starting on trunk spreading to face and limbs with high temperature
Gastroenteritis,loose stools vomiting dehydration and abdominal cramps
Depression,i am experiencing and some will vary depending on the individual
Psoriasis,thick red plaques of skin covered with silvery scales on my elbows and scalp.
Stroke,i am experiencing especially on one side of the body sudden confusion
Hypertension,"for the past few days, i have the sooner you find out about high blood pressure and treat it"
Psoriasis,scaly skin patches on elbows and knees with itching
Celiac Disease,chronic diarrhea and an itchy blistering skin rash after eating gluten. and abdominal pain
Strep Throat,"intense sore throat, high temperature, and a rash on my chest."
Influenza,profound fatigue. and chills and started suddenly: fever and aching joints
Endometriosis,"i am experiencing extremely painful menstrual cramps, fatigue, and pain with bowel movements."
Ulcerative Colitis,"rectal pain and bleeding, diarrhea, and high temperatureish feelings."
Heart Attack,"for the past few days, i have if your symptoms become stronger or last longer than usual)
                
not everyone having a heart attack has typical symptoms"
Tonsillitis,red inflamed tonsils with high temperature and head pain
Parkinson'S Disease,"for the past few days, i have causes people with parkinson's to fall easily"
Celiac Disease,i am experiencing people with dermatitis herpetiformis may have no other signs or symptoms of celiac disease
Stroke,symptoms include other danger signs that may occur include double vision
Malaria,body weakness and goes with chills and fever that comes
Malaria,"for the past few days, i have fevers spiking every two days with massive sweating and extreme shivering."
Dengue Fever,i have the first number of the fraction is how many people had the symptom
Typhoid,"for the past few days, i have high fever that increases daily with loss of appetite"
Psoriasis,scalp. and thick red plaques of skin covered with silvery scales on my elbows
Hyperthyroidism,"symptoms include fast heartbeat, feeling very hot all the time, completely restless and jittery."
Endometriosis,painful urination. and legs and severe cramps during my period that radiate to my back
Urinary Tract Infection,i am experiencing cloudy urine with strong smell and pelvic pressure
Heart Attack,i am experiencing symptoms also may come and go over several hours
Strep Throat,high fever and sudden sore throat. and very red tonsils and swollen lymph nodes
Influenza,high fever muscle aches dry cough fatigue and headache
Hypothyroidism,"sluggishness, unexplained weight gain, brittle nails, and constant feeling of coldness."
Ulcerative Colitis,sudden urge to pass stool. and bloody diarrhea occurring frequently and stomach cramps
Eczema,intensely itchy rash that gets crusty if i scratch it and mainly on my arms/face.
Tonsillitis,i am experiencing painful throat red swollen tonsils and bad breath
Bronchitis,productive cough with wheezing and shortness of breath
Sinusitis,"for the past few days, i have facial pain especially when bending forward with nasal congestion"
Parkinson'S Disease,"for the past few days, i have it is very important to make an exact diagnosis as soon as possible to ensure proper treatment"
Dengue Fever,extreme fatigue and high temperature with rash nausea
Asthma,shortness of breath triggered by cold air with wheezing
Endometriosis,"i am experiencing extremely painful menstrual cramps, fatigue, and pain with bowel movements."
Psoriasis,i have red skin   - skin inflammation  - silvery scales  - itching  - pain
Pcos,"skipping periods, severe acne, and weight gain that is very hard to lose."
Tonsillitis,throat feels raw with swelling and mild ear pain
Kidney Stones,"i am experiencing agonizing pain in the right kidney area, throwing up from the pain."
Pcos,"symptoms include skipping periods, severe acne, and weight gain that is very hard to lose."
Lyme Disease,a large bullseye-shaped rash on my arm. and muscle aches and stiff neck
Stroke,"for the past few days, i have such as:
                
blood clots and muscle weakness"
Common Cold,nasal drip sore throat and mild headache
Gastroenteritis,frequent trips to the bathroom and nausea cramping
Alzheimer'S Disease,symptoms include if you or someone in your family thinks your forgetfulness is getting in the way of your normal routine
Common Cold,blocked nose watery eyes and constant sneezing
Gastroenteritis,diarrhea and feeling very nauseous after eating out. and stomach cramps
Crohn'S Disease,diarrhea containing blood and cramping in the stomach and extreme fatigue.
Parkinson'S Disease,symptoms include the fda (food and drug administration) has approved an imaging technique called datscan
Hypothyroidism,"dry skin, unexpected weight gain, fatigue, and feeling cold when others are warm."
Pcos,"i am experiencing irregular menstrual cycles, weight gain especially around the belly, and dark patches of skin."
Irritable Bowel Syndrome,i have abdominal discomfort that comes and goes with mucus in stool
Vertigo,"for the past few days, i have spinning sensation dizziness nausea and balance problems"
Kidney Stones,severe flank pain radiating to groin with nausea
Crohn'S Disease,"abdominal cramping, frequent trips to the bathroom, and losing weight quickly."
Lyme Disease,"for the past few days, i have i have a bullseye rash on my leg, fever, and my joints are very stiff."
Ear Infection,ear feels full with sharp pain and temporary hearing loss
Gout,"for the past few days, i have sudden severe joint pain especially in big toe with swelling"
Hypertension,"i am experiencing i feel a pounding sensation in my chest and neck, and get unexpected nosebleeds."
Ulcerative Colitis,"rectal pain and bleeding, diarrhea, and high temperatureish feelings."
Celiac Disease,symptoms include skin deposits of antibodiesproteins that react against the body's own cells or tissuescommon in celiac disease cause dermatitis herpetiformis
Conjunctivitis,"for the past few days, i have watery, itchy, and red eyes with swollen eyelids."
Gout,i have sudden onset severe pain in foot joint with redness
Ear Infection,i am experiencing ear pain with dizziness and headache
Tonsillitis,i have difficulty swallowing with tender lymph nodes and fever
Hyperthyroidism,my heart is always racing and i'm losing weight rapidly despite eating a lot and sweating.
Conjunctivitis,discharge from eyes and red watery eyes itching
Pcos,"symptoms include i miss my periods for months, have bad acne, and thinning hair on my head."
Ulcerative Colitis,i am experiencing the most common signs and symptoms of ulcerative colitis are diarrhea with blood or pus and abdominal discomfort
Appendicitis,sharp pain in lower right abdomen with nausea and fever
Sinusitis,severe sinus pressure and headache and congestion that has lasted over two weeks.
Psoriasis,i am experiencing dry cracked skin that may bleed with thick patches
Pneumonia,"i have difficulty breathing, rapid heartbeat, and a wet cough with high fever."
Crohn'S Disease,"persistent watery diarrhea, severe gas pains, and feeling constantly tired."
Hypothyroidism,constant exhaustion. and muscle weakness and memory problems and very dry skin
Gastroenteritis,watery diarrhea vomiting and stomach cramps for two days
Eczema,symptoms include i have dry irritated skin that is very itchy and flaky
Conjunctivitis,has a crusty discharge in the morning. and my left eye is extremely pink and itchy
Gastritis,"for the past few days, i have burning sensation in upper stomach with bloating and belching"
Alzheimer'S Disease,i have test results can help doctors know if there are other possible causes of the person's symptoms
Sinusitis,headache around eyes and cheeks with stuffy nose and mucus
Psoriasis,"for the past few days, i have different forms of psoriasis have different symptoms"
Endometriosis,"chronic pelvic pain throughout the month, very heavy and painful periods."
Migraine,pounding headache that gets worse with light and movement
Urinary Tract Infection,symptoms include diagnosis  to find out if a person has a uti
Depression,"for the past few days, i have persistent sadness loss of interest fatigue and sleep changes"
Allergic Rhinitis,"for the past few days, i have my eyes are incredibly itchy, watery, and i have a constant sneezes."
Pcos,"symptoms include skipping periods, severe acne, and weight gain that is very hard to lose."
Pcos,"infrequent periods, struggling to lose weight, and noticeable hair growth on my face."
Allergic Rhinitis,constant sneezing runny nose and itchy throat from allergies
Gastritis,symptoms include many people with gastritis do not have any signs and symptoms
Stroke,"for the past few days, i have such as:
                
blood clots and muscle weakness"
Endometriosis,painful urination. and legs and severe cramps during my period that radiate to my back
Crohn'S Disease,"i have abdominal cramping, frequent trips to the bathroom, and losing weight quickly."
Crohn'S Disease,"severe abdominal pain, persistent diarrhea, and noticeable weight loss without trying."
Ulcerative Colitis,"diarrhea with blood and pus, abdominal pain, and urgent need to defecate."
Pcos,"i miss my periods for months, have bad acne, and thinning hair on my head."
Eczema,skin condition causing itchiness redness and swelling
Influenza,i've got this terrible fever along with chills and body aches all over my back.
Celiac Disease,i am experiencing blistering skin rashusually on the elbows
Bronchitis,i have and chest tightness or pain
Pneumonia,productive cough fever chills and sharp chest pain
Asthma,i have the sign or symptom may be rare or common
Alzheimer'S Disease,i am experiencing or paranoia wandering away from home
Migraine,"symptoms include extreme sensitivity to sound and light, pulsing headache that causes nausea."
Stroke,symptoms include you may not be able to call 911 on your own
Tonsillitis,throat feels raw with swelling and mild ear pain
Vertigo,i am experiencing feeling of spinning with sweating and unsteadiness
Common Cold,sneezing. no fever and i keep blowing my nose and just feeling a bit congested.
Malaria,i have periodic high high temperature with shivering and sweating
Ulcerative Colitis,"rectal pain and bleeding, diarrhea, and feverish feelings."
Conjunctivitis,i have itchy red eyes with swollen eyelids and watery discharge
Urinary Tract Infection,painful urination urgency cloudy urine and pelvic discomfort
Celiac Disease,"for the past few days, i have dermatitis herpetiformis   dermatitis herpetiformis is a chronic"
Ulcerative Colitis,"symptoms include bloody diarrhea occurring frequently, stomach cramps, and sudden urge to pass stool."
Lyme Disease,"joint pain, high temperature, and a red rash with a clear center after walking in the woods."
Stroke,i am experiencing if a stroke affects the muscles used for swallowing
Covid-19,i am experiencing i tested positive and have fever cough and extreme tiredness
Depression,"for the past few days, i have persistent sadness loss of interest fatigue and sleep changes"
Crohn'S Disease,"i have persistent watery diarrhea, severe gas pains, and feeling constantly tired."
Eczema,inflamed skin and atopic dermatitis with dry cracked
Appendicitis,pain worse when walking and abdominal tenderness fever
Typhoid,"a sustained high high temperature, weakness, abdominal pain, and a rose-colored rash."
Gout,painful inflamed big toe joint with tenderness
Alzheimer'S Disease,symptoms include if you or someone in your family thinks your forgetfulness is getting in the way of your normal routine
Diabetes,"tingling in my feet, excessive thirst, and feeling very fatigued without reason."
Pneumonia,"i have my lips look a bit bluish, high fever, and very painful breathing/coughing."
Urinary Tract Infection,frequent urination and burning urination lower abdominal discomfort
Parkinson'S Disease,"symptoms include noticeable tremor in one hand, stiffness in my arms, and loss of automated movements."
Allergic Rhinitis,hay fever symptoms with congestion and sneezing
Covid-19,"for the past few days, i have i completely lost my sense of taste and smell yesterday, accompanied by a dry cough."
Hypothyroidism,weight gain. and puffiness in the face and constipation and extreme lethargy
Pcos,excessive facial hair growth and unexplained weight gain. and irregular periods
Chickenpox,classic childhood rash: red spots becoming itchy blisters all over the body.
Dengue Fever,breakbone fever with joint pain and skin eruptions
Diabetes,"tingling in my feet, excessive thirst, and feeling very fatigued without reason."
Dengue Fever,skin rash and sudden high fever severe body pain
Scabies,burrow marks and contagious skin condition with itchy bumps
Pneumonia,"symptoms include may have complications such as:
                
bacteremia (bak-ter-e-me-ah)"
Asthma,symptoms include shortness of breath triggered by cold air with wheezing
Crohn'S Disease,diarrhea containing blood and cramping in the stomach and extreme fatigue.
Appendicitis,sharp pain in right lower quadrant with vomiting
Pcos,dark patches of skin. and irregular menstrual cycles and weight gain especially around the belly
Gastritis,upper belly discomfort with acid reflux and bloating
Pcos,"symptoms include irregular periods, excessive facial hair growth, and unexplained weight gain."
Tonsillitis,fever and sore throat difficulty swallowing swollen tonsils
Strep Throat,painful throat without cough red spots on roof of mouth and high temperature
Gastritis,occasional vomiting. and stomach upset and burning indigestion
Depression,"for the past few days, i have no motivation to eat or socialize, just feeling empty and profoundly sad."
Kidney Stones,i am experiencing severe flank pain radiating to groin with nausea
Gastroenteritis,diarrhea vomiting stomach cramps nausea and fever
Dengue Fever,fever with rash muscle pain and bleeding gums
Heart Attack,"for the past few days, i have the more likely it is that you're having a heart attack"
Tonsillitis,difficulty swallowing with tender lymph nodes and fever
Influenza,fever fatigue dry cough and body aches after exposure to flu
Chickenpox,itchy fluid-filled blisters are popping up all over my torso and face.
Gout,symptoms include it may not be present during an acute attack
Malaria,symptoms include if the information is available
Ear Infection,"i have sharp piercing pain in my right ear, especially when lying down. muffled hearing."
Sinusitis,pain and pressure around nose and forehead with blocked nose
Gastritis,indigestion and stomach pain after eating with nausea
Dengue Fever,muscle pain (breakbone fever) and severe joint and high fever and a rash.
Vertigo,i feel sick and i feel like everything is spinning around me
Dengue Fever,fever headache retro orbital pain and platelet drop
Parkinson'S Disease,i am experiencing such as during a neurological examination
Tuberculosis,night sweats fever weight loss and chronic cough
Gastritis,stomach inflammation causing pain nausea and loss of appetite
Irritable Bowel Syndrome,i am experiencing upset stomach with alternating bowel habits and flatulence
Chickenpox,blisters appearing on skin with fever and malaise and marks
Anxiety Disorder,panic episodes with shortness of breath and chest tightness
Heart Attack,i have call 911 for emergency medical care
Appendicitis,"for the past few days, i have right sided abdominal pain with loss of appetite and fever"
Eczema,flaky and i have dry irritated skin that is very itchy
Psoriasis,scaly skin patches on elbows and knees with itching
Tonsillitis,fever throat pain and enlarged tonsils with difficulty eating
Conjunctivitis,stuck together in the morning with discharge and both eyes are red
Celiac Disease,i have celiac disease has long been underdiagnosed or misdiagnosed
Hyperthyroidism,"i am experiencing my heart is always racing, i'm losing weight rapidly despite eating a lot, and sweating."
Typhoid,high fever that increases daily with loss of appetite
Heart Attack,i have including pain or numbness in one or both arms
Influenza,body pain high temperature chills weakness and cough
Pcos,thinning hair on my head. and i miss my periods for months and have bad acne
Hyperthyroidism,"i am experiencing my heart is always racing, i'm losing weight rapidly despite eating a lot, and sweating."
Endometriosis,"for the past few days, i have pelvic pain that gets worse during my menstrual cycle, heavy bleeding."
Anemia,i feel very tired all the time and look pale
Tonsillitis,painful throat red swollen tonsils and bad breath
Tonsillitis,red inflamed tonsils with fever and headache
Typhoid,high high temperature that increases daily with loss of appetite
Alzheimer'S Disease,i am experiencing doctors may - ask questions about overall health
Malaria,i have cyclic pattern of fever with headache and body aches
Ear Infection,ear pain with dizziness and headache
Malaria,anemia and high fever with rigors sweating
Dengue Fever,high fever and pain behind the eyes and extreme fatigue after a mosquito bite.
Pcos,"symptoms include skipping periods, severe acne, and weight gain that is very hard to lose."
Irritable Bowel Syndrome,alternating diarrhea and constipation with stomach cramps
Diabetes,"for the past few days, i have an a1c test measures your average blood glucose levels over the past 3 months"
Endometriosis,"pelvic pain that gets worse during my menstrual cycle, heavy bleeding."
Bronchitis,"a deep, chesty cough that brings up thick yellowish-green mucus."
Sinusitis,"for the past few days, i have pain and pressure around nose and forehead with blocked nose"
Alzheimer'S Disease,"for the past few days, i have and changes in behavior and personality conduct tests to measure memory"
Irritable Bowel Syndrome,goes with mucus in stool and abdominal discomfort that comes
Endometriosis,"severe cramps during my period that radiate to my back and legs, and painful urination."
Parkinson'S Disease,symptoms include no one can predict which symptoms will affect an individual person
Allergic Rhinitis,i am experiencing allergic reaction with sneezing runny nose and red eyes
Vertigo,i am experiencing sudden onset dizziness with difficulty standing and nausea
Gout,symptoms include and warm joint attack of arthritis in only one joint
Heart Attack,symptoms include the symptoms of a heart attack can vary from person to person
Lyme Disease,symptoms include you can use the medlineplus medical dictionary to look up the definitions for these medical terms
Hypothyroidism,symptoms include symptoms more specific to hashimotos disease are a goiter and a feeling of fullness in the throat
Parkinson'S Disease,"for the past few days, i have early signs and symptoms of parkinson's may sometimes be dismissed as the effects of normal aging"
Tonsillitis,symptoms include sore throat with swollen glands and pain when swallowing
Gastroenteritis,nausea diarrhea abdominal pain and body weakness
Crohn'S Disease,severe abdominal pain and persistent diarrhea and noticeable weight loss without trying.
Scabies,i have pimple-like rash around waist and hands that itches like crazy when i go to bed.
Tonsillitis,"for the past few days, i have sore throat difficulty swallowing swollen tonsils and fever"
Bronchitis,cough with mucus production and feeling short of breath
Typhoid,"for the past few days, i have fever with rash on abdomen enlarged spleen and diarrhea"
Allergic Rhinitis,seasonal allergies acting up: stuffy nose and itchy throat/eyes.
Scabies,burrow marks and contagious skin condition with itchy bumps
Dengue Fever,"for the past few days, i have the fractions may be different if another group of patients are examined"
Appendicitis,symptoms include pain starting around navel moving to right lower side
Vertigo,"for the past few days, i have spinning sensation dizziness nausea and balance problems"
Depression,emotional numbness social withdrawal and constant exhaustion
Common Cold,"i keep blowing my nose and sneezing. no high temperature, just feeling a bit congested."
Chickenpox,i have an itchy rash with tiny blisters and mild fever
Scabies,itchy rash between fingers and on wrists with tiny bumps
Tonsillitis,painful throat red swollen tonsils and bad breath
Hypothyroidism,"symptoms include sluggishness, unexplained weight gain, brittle nails, and constant feeling of coldness."
Scabies,rash with crusting and intense itching on hands and body
Tonsillitis,red inflamed tonsils with high temperature and head pain
Tonsillitis,high temperature throat pain and enlarged tonsils with difficulty eating
Alzheimer'S Disease,i have test results can help doctors know if there are other possible causes of the person's symptoms
Strep Throat,"i have sudden severe sore throat, pain when swallowing, and tiny red spots on the roof of my mouth."
Pneumonia,i am experiencing pneumonia can cause the fluid to become infecteda condition called empyema (em-pi-e-ma)
Strep Throat,sudden severe sore throat high temperature and swollen lymph nodes
Celiac Disease,stomach cramps due to gluten intake. and bloating and foul-smelling stools and greasy
Depression,i have he or she may refer you to a mental health professional
Vertigo,spinning sensation dizziness nausea and balance problems
Influenza,an annoying dry cough. and sweating rapidly and freezing chills
Hyperthyroidism,very anxious and rapid heart rate and trouble sleeping. and constantly sweating
Alzheimer'S Disease,i have a neurologist specializes in brain and nervous system disorders
Dengue Fever,"for the past few days, i have no information on frequency is available"
Eczema,"for the past few days, i have dry, red, extremely itchy patches of skin on the inside of my elbows and behind my knees."
Heart Attack,"for the past few days, i have some people can have few symptoms and are surprised to learn they've had a heart attack"
Alzheimer'S Disease,"for the past few days, i have early diagnosis offers the best chance to treat the symptoms"
Common Cold,stuffy nose mild fever and cough with sore throat
Dengue Fever,"rash spreading rapidly, excruciating joint pain, vomiting, and high high temperature."
Anxiety Disorder,"for the past few days, i have panic attacks out of nowhere, sweating, trembling, and feeling impending doom."
Covid-19,ageusia along with fatigue and anosmia and a slight fever.
Ear Infection,i have sharp pain in my ear and feel like it is blocked
Conjunctivitis,i have red itchy eyes with pus like discharge
Chickenpox,red spots turning into fluid filled blisters all over body
Allergic Rhinitis,itchy throat/eyes. and seasonal allergies acting up: stuffy nose
Pneumonia,i am experiencing rapid breathing fever cough and chest discomfort
Hyperthyroidism,"i have tremors in my hands, feeling very anxious all the time, and unexpected weight loss."
Scabies,pimple-like rash around waist and hands that itches like crazy when i go to bed.
Conjunctivitis,discharge from eyes and red watery eyes itching
Stroke,i am experiencing loss of balance or coordination  - sudden severe headache with no known cause
Tuberculosis,"chronic cough, chest pain, high temperature, and drenching night sweats."
Hyperthyroidism,"rapid heart rate, constantly sweating, very anxious, and trouble sleeping."
Diabetes,constant thirst dry mouth and fatigueness with increased urination
Ear Infection,trouble hearing and throbbing ear pain fever
Gastritis,stomach pain after eating with nausea and indigestion
Influenza,"for the past few days, i have fever headache body pain chills sore throat tiredness for two days"
Allergic Rhinitis,i am experiencing sneezing itchy eyes runny nose and nasal irritation
Stroke,i am experiencing how long symptoms last and how severe they are vary among different people
Appendicitis,pain in the lower right side of my stomach and getting worse if i cough. rebound tenderness.
Tuberculosis,cough with blood stained sputum fatigue and high temperature
Anxiety Disorder,"symptoms include my mind races at night, i feel tight in my chest from stress and panic."
Celiac Disease,symptoms include this reaction can spread outside of the gastrointestinal tract to affect other areas of the body
Anxiety Disorder,constant worrying muscle tension and difficulty sleeping
Common Cold,a stuffy head cold with lots of sneezing and watery eyes.
Migraine,"for the past few days, i have intense head pain behind one eye with visual disturbances"
Conjunctivitis,"thick yellow discharge from my eye, the white part is very red and inflamed."
Appendicitis,sharp pain in lower right abdomen with nausea and high temperature
Asthma,"symptoms include chest tightness, wheezing, and coughing fits mostly at night."
Urinary Tract Infection,i am experiencing if the uti spreads to the kidneys
Covid-19,i have short fever cough fatigue and exposure to covid
Heart Attack,i am experiencing many heart attacks start slowly as mild pain or discomfort
Celiac Disease,i have celiac disease has long been underdiagnosed or misdiagnosed
Chickenpox,itchy rash with blisters fever and fatigue
Hyperthyroidism,"i am experiencing my heart is always racing, i'm losing weight rapidly despite eating a lot, and sweating."
Crohn'S Disease,"abdominal cramping, frequent trips to the bathroom, and losing weight quickly."
Anxiety Disorder,"i have i feel constantly on edge, my heart races for no reason, and i can't stop worrying."
Conjunctivitis,symptoms include inflamed eyes with crusting and blurred vision
Strep Throat,i have throat pain red tonsils with white streaks and fever
Urinary Tract Infection,burning sensation during peeing and feeling like my bladder is never empty.
Hyperthyroidism,nervousness. and bulging eyes and rapid weight loss and heat intolerance
Celiac Disease,chronic diarrhea and an itchy blistering skin rash after eating gluten. and abdominal pain
Strep Throat,a rash on my chest. and intense sore throat and fever
Strep Throat,symptoms include sudden severe sore throat fever and swollen lymph nodes
Common Cold,symptoms include i have congestion sneezing and my throat feels scratchy
Crohn'S Disease,diarrhea containing blood and cramping in the stomach and extreme fatigue.
Urinary Tract Infection,i am experiencing germs without symptoms some people may have germs in the bladder or urinary tract
Tonsillitis,painful swallowing bad breath and swollen tonsils
Influenza,body pain high temperature chills weakness and cough
Alzheimer'S Disease,"i have trouble handling money, wandering, and increased memory gaps every day."
Typhoid,i have had high temperature for over a week with abdominal pain and weakness
Tonsillitis,"i have painful swallowing, red swollen tonsils, and chills/fever."
Ear Infection,"intense pain inside the ear canal, fever, and difficulty hearing clearly."
Migraine,throbbing head pain on one side with nausea and light sensitivity
Scabies,rash with crusting and intense itching on hands and body
Gout,"for the past few days, i have i woke up with my big toe extremely swollen red and painful"
Tuberculosis,symptoms include chronic respiratory symptoms with fever sweating and cachexia
Stroke,symptoms include you also may be at risk of inhaling food or drink into your lungs
Influenza,i have been having high high temperature with body aches and chills since yesterday
Parkinson'S Disease,i am experiencing so it can be difficult to diagnose accurately
Parkinson'S Disease,"for the past few days, i have - tremor often begins in a hand"
Dengue Fever,high temperature with bleeding nose muscle aches and bone pain
Psoriasis,"for the past few days, i have you may need to see a dermatologist"
Kidney Stones,"for the past few days, i have severe side pain with nausea and cloudy smelly urine"
Chickenpox,mild fever and i have an itchy rash with tiny blisters
Gastroenteritis,frequent trips to the bathroom with watery diarrhea and abdominal pain.
Scabies,especially at night. little red burrows between my fingers. and intense itching all over my body
Gastroenteritis,fever and diarrhea vomiting stomach cramps nausea
Appendicitis,pain starting around navel moving to right lower side
Diabetes,i have who should get tested? because type 2 diabetes is more common in older people
Sinusitis,thick green nasal mucus and sinus pressure headache
Diabetes,symptoms include increased urination at night with extreme thirst and fatigue
Anxiety Disorder,"symptoms include my mind races at night, i feel tight in my chest from stress and panic."
Alzheimer'S Disease,"severe memory loss, getting lost in familiar places, and repeating questions."
Sinusitis,"severe sinus pressure, head pain, and congestion that has lasted over two weeks."
Allergic Rhinitis,"every spring i get constant sneezing, itchy eyes, and a very stuffy nose."
Alzheimer'S Disease,"i keep forgetting recent events and names of family members, feeling very confused."
Celiac Disease,i get extreme fatigue and digestive issues like gas and bloating after consuming wheat.
Ear Infection,ear pain with dizziness and headache
Depression,i have whether they have occurred before
Endometriosis,"i have chronic pelvic pain throughout the month, very heavy and painful periods."
Chickenpox,i am experiencing fever headache and rash with fluid filled vesicles
Endometriosis,pelvic pain that gets worse during my menstrual cycle and heavy bleeding.
Ulcerative Colitis,"symptoms include bloody diarrhea occurring frequently, stomach cramps, and sudden urge to pass stool."
Depression,i am experiencing emotional numbness social withdrawal and constant exhaustion
Common Cold,runny nose sneezing mild cough sore throat and congestion
Hypothyroidism,"symptoms include dry skin, unexpected weight gain, fatigue, and feeling cold when others are warm."
Kidney Stones,i am experiencing colicky pain with hematuria and frequent urination
Influenza,shivering high temperature headache and joint pain for three days
Parkinson'S Disease,i have reducing or stopping those parkinson's medications may make these symptoms of psychosis go away
Alzheimer'S Disease,"for the past few days, i have early diagnosis offers the best chance to treat the symptoms"
Celiac Disease,i am experiencing blistering skin rashusually on the elbows
Parkinson'S Disease,my hands are constantly trembling and my muscles feel very stiff when i try to walk.
Migraine,"i am experiencing my head is throbbing so badly that i feel like throwing up, need a dark room."
Anxiety Disorder,difficulty concentrating and restless and muscle tension from constant worry.
Migraine,throbbing head pain on one side with nausea and light sensitivity
Hypertension,my blood pressure is high and i have been having headaches
Tonsillitis,"difficulty swallowing, swollen lymph nodes, and white patches on the back of my throat."
Gastritis,i am experiencing epigastric pain nausea and feeling of fullness
Diabetes,i am experiencing such as a heart attack or stroke
Heart Attack,i am experiencing the feeling can be mild or severe
Stroke,i am experiencing you may develop other complications
Crohn'S Disease,diarrhea containing blood and cramping in the stomach and extreme fatigue.
Eczema,rough bumpy skin with redness and irritation
Stroke,half of my face is drooping and my right arm feels totally numb and weak.
Hypothyroidism,"dry skin, unexpected weight gain, fatigue, and feeling cold when others are warm."
Vertigo,sudden onset dizziness with difficulty standing and nausea
Stroke,"i suddenly can't speak properly, my words are slurred and i can't lift my arm."
Gastroenteritis,"for the past few days, i have watery diarrhea vomiting and stomach cramps for two days"
Dengue Fever,symptoms include the sign or symptom may be rare or common
Covid-19,"testing positive soon maybe: lack of taste, fever, and breathing is slightly hard."
Hypertension,i am experiencing a cuff that is too small
Tonsillitis,"painful swallowing, red swollen tonsils, and chills/high temperature."
Gastroenteritis,abdominal pain diarrhea and feeling dehydrated
Crohn'S Disease,"symptoms include fever, chronic diarrhea often with blood, and severe stomach cramps."
Pcos,infrequent periods and noticeable hair growth on my face. and struggling to lose weight
Tuberculosis,gradual weight loss night sweats and persistent cough
Anemia,i have fatigue pale skin dizziness and shortness of breath
Gout,i am experiencing if crystals are found in the joint fluid
Dengue Fever,high temperature head pain retro orbital pain and platelet drop
Psoriasis,"i have dry, cracked skin that may bleed, itchy scaly patches on my knees."
Endometriosis,extremely painful periods and lower back pain. and pain during intercourse
Typhoid,a rose-colored rash. and a sustained high fever and weakness and stomach pain
Pcos,"symptoms include irregular periods, excessive facial hair growth, and unexplained weight gain."
Anemia,i am experiencing i feel very tired all the time and look pale
Hypothyroidism,"symptoms include extreme lethargy, constipation, puffiness in the face, and weight gain."
Scabies,rash with crusting and intense itching on hands and body
Depression,i am experiencing some of the most common symptoms are listed below
Strep Throat,painful throat without cough red spots on roof of mouth and high temperature
Anxiety Disorder,"symptoms include my mind races at night, i feel tight in my chest from stress and panic."
Gastritis,stomach pain after eating with nausea and indigestion
Pcos,"i am experiencing irregular menstrual cycles, weight gain especially around the belly, and dark patches of skin."
Typhoid,poor appetite over a week. and headache and high fever and abdominal pain
Pneumonia,i have many factors affect how serious pneumonia is
Pcos,"for the past few days, i have infrequent periods, struggling to lose weight, and noticeable hair growth on my face."
Asthma,difficulty breathing at night with wheezing and coughing
Lyme Disease,i am experiencing a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom
Pneumonia,i have i have high fever cough and pain when i take a deep breath
Anemia,"for the past few days, i have with some types of anemia"
Endometriosis,"i am experiencing severe cramps during my period that radiate to my back and legs, and painful urination."
Sinusitis,forehead and pressure and pain right behind my eyes and thick green nasal discharge.
Hypothyroidism,"i feel incredibly fatigue all the time, gaining weight for no reason, and feeling very cold."
Alzheimer'S Disease,i have a neurologist specializes in brain and nervous system disorders
Alzheimer'S Disease,i am experiencing new diagnostic methods being studied researchers are exploring new ways to help doctors diagnose alzheimers disease earlier and more accurately
Asthma,symptoms include the types of asthma symptoms you have
Kidney Stones,i am experiencing severe flank pain radiating to groin with nausea
Depression,feeling empty tearful and unable to enjoy things
Parkinson'S Disease,symptoms include although sometimes a foot or the jaw is affected first
Sinusitis,headache around eyes and cheeks with stuffy nose and mucus
Gout,i am experiencing a laboratory technician places some of the fluid on a slide and looks for monosodium urate crystals under a microscope
Hyperthyroidism,my heart is always racing and i'm losing weight rapidly despite eating a lot and sweating.
Diabetes,i am experiencing additional signs include sores that heal slowly
Scabies,rash with crusting and intense itching on hands and body
